time;sender_id;receiver_id;SelfOrOther;lEye_lEye.x;lEye_lEye.y;lEye_rEye.x;lEye_rEye.y;rEye_lEye.x;rEye_lEye.y;rEye_rEye.x;rEye_rEye.y;
69.48565;1;0;OtherAtSelf;-38.25351;-18.22612;-36.22943;-18.22526;-37.14108;-18.12069;-35.10669;-18.11987;
69.50298;0;1;SelfAtOther;23.32183;-20.94214;25.26423;-20.9443;24.33871;-21.0117;26.29149;-21.01371;
69.50298;1;0;OtherAtSelf;-38.39734;-18.28648;-36.37329;-18.28564;-37.3075;-18.13212;-35.27313;-18.13132;
69.51928;0;1;SelfAtOther;23.32117;-20.9435;25.26354;-20.94565;24.33802;-21.01306;26.29077;-21.01506;
69.51928;1;0;OtherAtSelf;-38.414;-18.43809;-36.39001;-18.43722;-37.30212;-18.33413;-35.26782;-18.33331;
69.53597;0;1;SelfAtOther;23.34416;-21.13158;25.28665;-21.13373;24.35481;-21.20235;26.3077;-21.20436;
69.53597;1;0;OtherAtSelf;-38.41418;-18.43653;-36.39001;-18.43563;-37.30225;-18.3325;-35.2677;-18.33165;
69.55275;0;1;SelfAtOther;23.36903;-21.05876;25.31146;-21.06091;24.38013;-21.12934;26.33298;-21.13135;
69.55275;1;0;OtherAtSelf;-38.39771;-18.2849;-36.37354;-18.28403;-37.30188;-18.3337;-35.26733;-18.33287;
69.5699;0;1;SelfAtOther;23.36834;-21.06008;25.31075;-21.06223;24.37941;-21.13066;26.33223;-21.13266;
69.5699;1;0;OtherAtSelf;-38.39828;-18.28376;-36.37418;-18.28287;-37.30252;-18.33253;-35.26807;-18.33169;
69.58669;0;1;SelfAtOther;23.36834;-21.06009;25.31075;-21.06224;24.37943;-21.13068;26.33225;-21.13268;
69.58669;1;0;OtherAtSelf;-38.58798;-18.43692;-36.56387;-18.43602;-37.47638;-18.33301;-35.44193;-18.33216;
69.60271;0;1;SelfAtOther;23.38915;-21.24211;25.33142;-21.24331;24.39402;-21.31406;26.34671;-21.31515;
69.60271;1;0;OtherAtSelf;-38.61417;-18.58365;-36.58975;-18.58282;-37.50323;-18.47965;-35.46844;-18.47888;
69.62039;0;1;SelfAtOther;23.4368;-21.35886;25.37911;-21.36007;24.43587;-21.43192;26.38863;-21.43299;
69.62039;1;0;OtherAtSelf;-38.59122;-18.43895;-36.56668;-18.43808;-37.4798;-18.33598;-35.44482;-18.33518;
69.63641;0;1;SelfAtOther;23.46147;-21.28643;25.40374;-21.28764;24.46103;-21.35931;26.41373;-21.36039;
69.63641;1;0;OtherAtSelf;-38.6073;-18.59281;-36.58279;-18.59198;-37.49603;-18.48948;-35.46112;-18.4887;
69.65379;0;1;SelfAtOther;23.48521;-21.47447;25.42759;-21.47567;24.47851;-21.54863;26.43135;-21.5497;
69.65379;1;0;OtherAtSelf;-38.58444;-18.64125;-36.55972;-18.64038;-37.51306;-18.64023;-35.47794;-18.63942;
69.66998;0;1;SelfAtOther;23.51648;-21.40199;25.46129;-21.40367;24.5104;-21.47598;26.46545;-21.47753;
69.66998;1;0;OtherAtSelf;-38.41205;-18.64643;-36.38721;-18.64559;-37.33823;-18.64522;-35.30319;-18.64442;
69.68652;0;1;SelfAtOther;24.04466;-21.73183;25.98979;-21.73348;25.02765;-21.80955;26.98287;-21.81105;
69.68652;1;0;OtherAtSelf;-38.56512;-18.63779;-36.54117;-18.63686;-37.47418;-18.48393;-35.44016;-18.48305;
69.70338;0;1;SelfAtOther;23.83404;-21.60203;25.77901;-21.60369;24.81747;-21.67861;26.77255;-21.68013;
69.70338;1;0;OtherAtSelf;-38.58795;-18.79138;-36.56396;-18.79046;-37.64883;-18.68868;-35.61481;-18.68781;
69.71984;0;1;SelfAtOther;23.83398;-21.60204;25.77896;-21.6037;24.81742;-21.67863;26.77249;-21.68015;
69.71984;1;0;OtherAtSelf;-38.27359;-19.09641;-36.24963;-19.0955;-37.15988;-18.99224;-35.12585;-18.99139;
69.73645;0;1;SelfAtOther;24.11005;-21.75565;26.05763;-21.75688;25.08829;-21.83425;27.04564;-21.83536;
69.73645;1;0;OtherAtSelf;-38.11481;-19.25063;-36.09082;-19.24986;-36.99899;-19.14624;-34.96527;-19.14552;
69.75375;0;1;SelfAtOther;24.00543;-21.69035;25.95294;-21.69158;24.98391;-21.76843;26.94121;-21.76954;
69.75375;1;0;OtherAtSelf;-38.59015;-18.95201;-36.56613;-18.95125;-37.47424;-18.84905;-35.44046;-18.84834;
69.77049;0;1;SelfAtOther;23.99846;-21.69357;25.94576;-21.69479;24.97686;-21.7716;26.93397;-21.7727;
69.77049;1;0;OtherAtSelf;-38.43985;-19.10183;-36.41595;-19.10102;-37.32404;-18.99833;-35.29037;-18.99757;
69.78693;0;1;SelfAtOther;24.02625;-21.88088;25.97374;-21.8821;24.99836;-21.96024;26.95566;-21.96133;
69.78693;1;0;OtherAtSelf;-38.43719;-19.10053;-36.41309;-19.09969;-37.32123;-18.99697;-35.28735;-18.99618;
69.80358;0;1;SelfAtOther;24.31508;-21.97332;26.26269;-21.97452;25.28225;-22.05444;27.23959;-22.05552;
69.80358;1;0;OtherAtSelf;-38.58112;-19.14963;-36.5575;-19.14877;-37.48917;-18.99606;-35.45581;-18.99526;
69.82097;0;1;SelfAtOther;24.20707;-21.91008;26.1545;-21.91128;25.17444;-21.99062;27.13164;-21.9917;
69.82097;1;0;OtherAtSelf;-38.4473;-19.45468;-36.42371;-19.45381;-37.33215;-19.35142;-35.29886;-19.35061;
69.83686;0;1;SelfAtOther;24.24235;-22.09702;26.19242;-22.09871;25.20354;-22.17894;27.16315;-22.18049;
69.83686;1;0;OtherAtSelf;-38.27246;-19.45749;-36.2485;-19.45661;-37.15472;-19.35394;-35.12131;-19.35312;
69.85365;0;1;SelfAtOther;24.5313;-22.18928;26.48149;-22.19094;25.48754;-22.27299;27.44718;-22.27452;
69.85365;1;0;OtherAtSelf;-38.58856;-19.29977;-36.56506;-19.29885;-37.47086;-19.1965;-35.43793;-19.19564;
69.87057;0;1;SelfAtOther;24.42364;-22.12647;26.37367;-22.12814;25.38009;-22.20962;27.33959;-22.21115;
69.87057;1;0;OtherAtSelf;-38.59479;-19.29936;-36.57132;-19.29844;-37.47723;-19.19607;-35.44434;-19.1952;
69.88787;0;1;SelfAtOther;24.4236;-22.12646;26.37362;-22.12814;25.38004;-22.20958;27.33953;-22.21112;
69.88787;1;0;OtherAtSelf;-38.45505;-19.60491;-36.43158;-19.604;-37.33755;-19.5008;-35.30469;-19.49993;
69.90384;0;1;SelfAtOther;24.68992;-22.28049;26.63995;-22.28125;25.64098;-22.3657;27.60041;-22.36635;
69.90384;1;0;OtherAtSelf;-38.4729;-19.75327;-36.44965;-19.75245;-37.35596;-19.64907;-35.32333;-19.64832;
69.9215;0;1;SelfAtOther;24.82474;-22.19075;26.7748;-22.19152;25.77701;-22.27594;27.73636;-22.27659;
69.9215;1;0;OtherAtSelf;-38.57678;-19.50899;-36.55405;-19.5082;-37.50122;-19.50872;-35.46924;-19.50798;
69.93726;0;1;SelfAtOther;24.69334;-22.19877;26.64328;-22.19954;25.6453;-22.28357;27.60455;-22.28422;
69.93726;1;0;OtherAtSelf;-38.58334;-19.50747;-36.56064;-19.50664;-37.50797;-19.50715;-35.47598;-19.50639;
69.95457;0;1;SelfAtOther;25.17011;-22.14746;27.12019;-22.14821;26.12396;-22.23331;28.08316;-22.23395;
69.95457;1;0;OtherAtSelf;-38.23813;-19.65995;-36.21661;-19.65916;-37.33731;-19.66005;-35.3067;-19.65932;
69.97074;0;1;SelfAtOther;24.92396;-22.15993;26.87652;-22.16118;25.87744;-22.24504;27.83889;-22.24617;
69.97074;1;0;OtherAtSelf;-38.40945;-19.66058;-36.38763;-19.65978;-37.48865;-19.50741;-35.45798;-19.50666;
69.98783;0;1;SelfAtOther;25.3967;-22.10859;27.34933;-22.10983;26.35205;-22.19479;28.31338;-22.19591;
69.98783;1;0;OtherAtSelf;-38.09183;-19.76359;-36.0712;-19.76282;-36.97119;-19.65944;-34.94189;-19.65871;
70.00443;0;1;SelfAtOther;25.1538;-22.12093;27.10896;-22.12266;26.10879;-22.20635;28.07243;-22.20796;
70.00443;1;0;OtherAtSelf;-37.92035;-19.76795;-35.89944;-19.76718;-36.79718;-19.66356;-34.76785;-19.66283;
70.02108;0;1;SelfAtOther;25.83951;-21.85607;27.7948;-21.85778;26.8036;-21.94167;28.76705;-21.94327;
70.02108;1;0;OtherAtSelf;-37.89041;-19.76717;-35.87143;-19.76647;-36.7666;-19.66254;-34.7395;-19.66189;
70.03809;0;1;SelfAtOther;25.62502;-21.54633;27.58261;-21.54856;26.60128;-21.62865;28.56668;-21.63076;
70.03809;1;0;OtherAtSelf;-37.71985;-19.77534;-35.70145;-19.77474;-36.59366;-19.67061;-34.5675;-19.67003;
70.05452;0;1;SelfAtOther;25.37351;-21.13341;27.33092;-21.13568;26.36702;-21.21166;28.33219;-21.21382;
70.05452;1;0;OtherAtSelf;-37.36417;-19.77584;-35.34613;-19.77533;-36.4115;-19.6713;-34.38574;-19.67081;
70.0714;0;1;SelfAtOther;25.47096;-20.76216;27.43076;-20.76494;26.48226;-20.83738;28.44942;-20.84006;
70.0714;1;0;OtherAtSelf;-37.18164;-19.78409;-35.16449;-19.78368;-36.22653;-19.67947;-34.20209;-19.67906;
70.08852;0;1;SelfAtOther;25.2185;-20.6101;27.17824;-20.6129;26.24027;-20.683;28.20734;-20.68569;
70.08852;1;0;OtherAtSelf;-37.48132;-19.12029;-35.46436;-19.11992;-36.35089;-19.01549;-34.32666;-19.0151;
70.10486;0;1;SelfAtOther;25.10579;-20.39175;27.06303;-20.39492;26.13838;-20.46224;28.10316;-20.46528;
70.10486;1;0;OtherAtSelf;-37.63647;-18.96628;-35.62024;-18.96577;-36.508;-18.8617;-34.48431;-18.86119;
70.12172;0;1;SelfAtOther;24.98801;-19.97604;26.94509;-19.97924;26.03758;-20.04323;28.00214;-20.04631;
70.12172;1;0;OtherAtSelf;-37.14517;-18.56228;-35.12939;-18.56189;-36.01556;-18.45583;-33.99237;-18.45543;
70.13933;0;1;SelfAtOther;24.86707;-19.82751;26.82436;-19.83158;25.92716;-19.89264;27.89186;-19.89657;
70.13933;1;0;OtherAtSelf;-36.95349;-18.40528;-34.93811;-18.40483;-35.82318;-18.29817;-33.80045;-18.29771;
70.15519;0;1;SelfAtOther;24.22319;-18.89689;26.17993;-18.90106;25.31618;-18.95486;27.2804;-18.95892;
70.15519;1;0;OtherAtSelf;-36.95474;-18.06468;-34.93903;-18.06448;-35.82397;-17.95759;-33.80087;-17.95736;
70.17204;0;1;SelfAtOther;23.99934;-18.61178;25.95375;-18.61636;25.11263;-18.66645;27.07475;-18.6709;
70.17204;1;0;OtherAtSelf;-36.77206;-17.90746;-34.75671;-17.90719;-35.64325;-17.80013;-33.62027;-17.79983;
70.18854;0;1;SelfAtOther;22.96719;-17.86307;24.92104;-17.86774;24.11138;-17.91123;26.07318;-17.9158;
70.18854;1;0;OtherAtSelf;-37.07129;-16.95427;-35.05435;-16.95423;-35.97748;-16.95219;-33.95264;-16.95209;
70.20494;0;1;SelfAtOther;22.02336;-17.28791;23.97432;-17.29395;23.19741;-17.33033;25.15691;-17.33623;
70.20494;1;0;OtherAtSelf;-36.76523;-16.74356;-34.74692;-16.74336;-35.65863;-16.58692;-33.6319;-16.58666;
70.22211;0;1;SelfAtOther;20.73581;-16.53605;22.68386;-16.54262;21.94506;-16.57235;23.90239;-16.57879;
70.22211;1;0;OtherAtSelf;-37.26215;-15.94061;-35.24097;-15.94055;-36.13794;-15.83349;-34.10757;-15.83334;
70.23833;0;1;SelfAtOther;18.38648;-14.59935;20.32515;-14.60019;19.66727;-14.62486;21.61674;-14.62572;
70.23833;1;0;OtherAtSelf;-37.84109;-15.73684;-35.81592;-15.73712;-36.72522;-15.63359;-34.68924;-15.63383;
70.25533;0;1;SelfAtOther;17.34357;-14.47344;19.28175;-14.47426;18.6581;-14.49588;20.6078;-14.49673;
70.25533;1;0;OtherAtSelf;-38.13129;-14.34295;-36.10214;-14.34331;-37.04684;-14.3453;-35.0062;-14.34561;
70.27223;0;1;SelfAtOther;14.55934;-13.3229;16.4809;-13.32502;15.92337;-13.33863;17.85916;-13.34074;
70.27223;1;0;OtherAtSelf;-39.49979;-12.26825;-37.46579;-12.26845;-38.25916;-12.27008;-36.21094;-12.27022;
70.28854;0;1;SelfAtOther;12.00292;-12.01777;13.90379;-12.02126;13.42601;-12.02804;15.34421;-12.03147;
70.28854;1;0;OtherAtSelf;-39.31735;-12.15418;-37.27896;-12.15412;-38.08606;-12.00193;-36.0304;-12.00181;
70.30567;0;1;SelfAtOther;8.47069;-10.0755;10.35857;-10.07923;9.973533;-10.08084;11.88157;-10.08461;
70.30567;1;0;OtherAtSelf;-41.05383;-10.78017;-39.0083;-10.78086;-39.67599;-10.77992;-37.61032;-10.78049;
70.32246;0;1;SelfAtOther;4.196983;-8.417253;6.060867;-8.421434;5.7491;-8.419457;7.63739;-8.423718;
70.32246;1;0;OtherAtSelf;-42.38522;-9.339093;-40.33359;-9.340175;-41.03134;-9.339194;-38.95532;-9.340124;
70.3391;0;1;SelfAtOther;-0.2346497;-5.235217;1.600011;-5.238828;1.316408;-5.235857;3.180386;-5.2397;
70.3391;1;0;OtherAtSelf;-44.24704;-7.587388;-42.19202;-7.590119;-42.92316;-7.589133;-40.83884;-7.591641;
70.35535;0;1;SelfAtOther;-4.269501;-3.478448;-2.474548;-3.478517;-2.723938;-3.478034;-0.8942261;-3.478366;
70.35535;1;0;OtherAtSelf;-46.2215;-6.795146;-44.1683;-6.798496;-44.93686;-6.800822;-42.84888;-6.804031;
70.37264;0;1;SelfAtOther;-3.63623;7.060822;-1.846802;7.066498;-3.728333;7.055115;-1.90213;7.060333;
70.37264;1;0;OtherAtSelf;-47.34985;-3.501381;-45.30331;-3.512708;-45.90433;-3.515;-43.82101;-3.526035;
70.38918;0;1;SelfAtOther;-2.085663;-0.5723398;-0.368988;-0.5729476;-2.191193;-0.5723399;-0.433197;-0.573132;
70.38918;1;0;OtherAtSelf;-48.91956;-1.632835;-46.8775;-1.637786;-47.54477;-1.553383;-45.4614;-1.55817;
70.40565;0;1;SelfAtOther;-2.262665;0.0619812;-0.5749512;0.05859375;-2.375702;0.06210327;-0.6451111;0.05859375;
70.40565;1;0;OtherAtSelf;-49.11017;-2.677467;-47.07141;-2.680729;-47.76678;-2.6786;-45.68512;-2.681681;
70.42263;0;1;SelfAtOther;-2.353119;0.145813;-0.6828003;0.1439819;-2.466278;0.1459656;-0.7520447;0.1440125;
70.42263;1;0;OtherAtSelf;-48.77319;-2.828122;-46.73492;-2.831578;-47.61905;-2.83048;-45.53683;-2.833802;
70.43962;0;1;SelfAtOther;-2.389801;0.1971741;-0.7262573;0.1940613;-2.503448;0.1973267;-0.7955933;0.1940918;
70.43962;1;0;OtherAtSelf;-48.5928;-2.477204;-46.5546;-2.480783;-47.27292;-2.478372;-45.19037;-2.481772;
70.45531;0;1;SelfAtOther;-2.814056;0.6074219;-1.154449;0.6009827;-2.927246;0.6075439;-1.223083;0.6009827;
70.45531;1;0;OtherAtSelf;-48.754;-2.193009;-46.71646;-2.196415;-47.43796;-2.192702;-45.3558;-2.195846;
70.47214;0;1;SelfAtOther;-3.130798;0.6408386;-1.471344;0.6344299;-3.241394;0.6408691;-1.537231;0.6343689;
70.47214;1;0;OtherAtSelf;-48.60181;-2.619395;-46.56439;-2.622813;-47.28592;-2.618065;-45.2038;-2.62122;
70.48878;0;1;SelfAtOther;-2.896332;0.5254211;-1.236481;0.522644;-3.006714;0.5255127;-1.302124;0.5226135;
70.48878;1;0;OtherAtSelf;-48.59067;-2.613629;-46.5531;-2.616806;-47.27451;-2.614566;-45.19223;-2.617584;
70.50552;0;1;SelfAtOther;-2.900757;0.5284729;-1.244629;0.5258484;-3.011414;0.5285645;-1.310394;0.5258179;
70.50552;1;0;OtherAtSelf;-48.76483;-2.261717;-46.72745;-2.264971;-47.45261;-2.262735;-45.37033;-2.265834;
70.5227;0;1;SelfAtOther;-2.899933;0.5188599;-1.243958;0.5143738;-3.010803;0.5189514;-1.309967;0.5143433;
70.5227;1;0;OtherAtSelf;-48.76605;-2.40183;-46.72888;-2.404824;-47.45392;-2.401228;-45.37189;-2.404022;
70.53899;0;1;SelfAtOther;-2.903961;0.5228577;-1.251678;0.5185852;-3.01474;0.5229797;-1.317383;0.5185852;
70.53899;1;0;OtherAtSelf;-48.77014;-2.405163;-46.73303;-2.408295;-47.46167;-2.404768;-45.37952;-2.407704;
70.55571;0;1;SelfAtOther;-2.903931;0.5237427;-1.251617;0.5194397;-3.014771;0.5238647;-1.317413;0.5194397;
70.55571;1;0;OtherAtSelf;-48.77014;-2.405181;-46.73303;-2.408317;-47.46167;-2.404781;-45.37952;-2.40772;
70.57354;0;1;SelfAtOther;-2.903931;0.5235596;-1.251617;0.5192566;-3.014771;0.5236816;-1.317413;0.5192566;
70.57354;1;0;OtherAtSelf;-48.77014;-2.40515;-46.73306;-2.408283;-47.46167;-2.404787;-45.37955;-2.407723;
70.58971;0;1;SelfAtOther;-2.903931;0.5235901;-1.251617;0.5192871;-3.014771;0.5236816;-1.317413;0.5192566;
70.58971;1;0;OtherAtSelf;-48.77014;-2.40515;-46.73306;-2.408283;-47.46167;-2.404787;-45.37955;-2.407723;
70.60623;0;1;SelfAtOther;-2.90448;1.85318;-1.252472;1.849426;-3.010559;1.853088;-1.313538;1.849182;
70.60623;1;0;OtherAtSelf;-48.76996;-2.420519;-46.73334;-2.424292;-47.46191;-2.420904;-45.38028;-2.424477;
70.62295;0;1;SelfAtOther;-2.633636;1.563263;-0.9813843;1.559357;-2.738159;1.563324;-1.040924;1.559265;
70.62295;1;0;OtherAtSelf;-48.76477;-2.417095;-46.72787;-2.42072;-47.45642;-2.417273;-45.37457;-2.420699;
70.63921;0;1;SelfAtOther;-2.74823;1.450897;-1.096008;1.44696;-2.852539;1.450928;-1.155334;1.446838;
70.63921;1;0;OtherAtSelf;-48.76746;-2.415763;-46.73053;-2.419333;-47.45914;-2.415877;-45.37723;-2.419248;
70.65612;0;1;SelfAtOther;-2.74823;1.450897;-1.096008;1.44696;-2.852539;1.450928;-1.155334;1.446838;
70.65612;1;0;OtherAtSelf;-48.59152;-1.915456;-46.5546;-1.919017;-47.28293;-1.915715;-45.20105;-1.919077;
70.67299;0;1;SelfAtOther;-2.735077;1.430176;-1.078918;1.427826;-2.839294;1.430145;-1.138367;1.427704;
70.67299;1;0;OtherAtSelf;-48.57968;-2.048195;-46.54269;-2.051187;-47.26724;-2.049038;-45.18549;-2.051888;
70.68965;0;1;SelfAtOther;-2.73761;1.431976;-1.081512;1.429657;-2.841797;1.431976;-1.14093;1.429535;
70.68965;1;0;OtherAtSelf;-48.58228;-2.049478;-46.54529;-2.052525;-47.2699;-2.050331;-45.18811;-2.053236;
70.70617;0;1;SelfAtOther;-2.73764;1.431702;-1.081543;1.429382;-2.841766;1.431671;-1.1409;1.42926;
70.70617;1;0;OtherAtSelf;-48.58228;-2.049467;-46.54529;-2.052512;-47.26987;-2.050331;-45.18811;-2.053233;
70.72302;0;1;SelfAtOther;-2.73761;1.431793;-1.081512;1.429474;-2.841766;1.431824;-1.1409;1.429382;
70.72302;1;0;OtherAtSelf;-48.58228;-2.049461;-46.54529;-2.052506;-47.26987;-2.050337;-45.18811;-2.053239;
70.74025;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.74025;1;0;OtherAtSelf;-48.58228;-2.049473;-46.54529;-2.052517;-47.26984;-2.050348;-45.18808;-2.05325;
70.7565;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.7565;1;0;OtherAtSelf;-48.58228;-2.049479;-46.54529;-2.052526;-47.26987;-2.050342;-45.18811;-2.053246;
70.77328;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.77328;1;0;OtherAtSelf;-48.58228;-2.049476;-46.54529;-2.052523;-47.2699;-2.050327;-45.18811;-2.053232;
70.78996;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.78996;1;0;OtherAtSelf;-48.58228;-2.04947;-46.54529;-2.052517;-47.26984;-2.050345;-45.18808;-2.05325;
70.80661;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.80661;1;0;OtherAtSelf;-48.58228;-2.049471;-46.54529;-2.052519;-47.26987;-2.05035;-45.18811;-2.053255;
70.82331;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.82331;1;0;OtherAtSelf;-48.58228;-2.049475;-46.54529;-2.052522;-47.2699;-2.050328;-45.18811;-2.053233;
70.84003;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.84003;1;0;OtherAtSelf;-48.58228;-2.049461;-46.54529;-2.052508;-47.26987;-2.050327;-45.18811;-2.053232;
70.85729;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.85729;1;0;OtherAtSelf;-48.58228;-2.04947;-46.54529;-2.052517;-47.26984;-2.050345;-45.18808;-2.05325;
70.87368;0;1;SelfAtOther;-2.73761;1.431824;-1.081512;1.429504;-2.841766;1.431854;-1.1409;1.429413;
70.87368;1;0;OtherAtSelf;-48.58228;-2.049475;-46.54529;-2.052522;-47.2699;-2.050339;-45.18811;-2.053244;
70.89014;0;1;SelfAtOther;-2.738312;1.692383;-1.082275;1.690186;-2.840607;1.692352;-1.139801;1.690033;
70.89014;1;0;OtherAtSelf;-48.58224;-2.052515;-46.54535;-2.055685;-47.2699;-2.053512;-45.18823;-2.056538;
70.90738;0;1;SelfAtOther;-2.738403;1.582825;-1.082336;1.580566;-2.840485;1.582825;-1.139648;1.580444;
70.90738;1;0;OtherAtSelf;-48.58228;-2.051209;-46.54535;-2.054325;-47.2699;-2.052153;-45.1882;-2.055126;
70.92382;0;1;SelfAtOther;-2.738403;1.582825;-1.082306;1.580597;-2.840485;1.582855;-1.139648;1.580505;
70.92382;1;0;OtherAtSelf;-48.58228;-2.051204;-46.54532;-2.05432;-47.2699;-2.052153;-45.18817;-2.055127;
70.94055;0;1;SelfAtOther;-2.46637;1.587494;-0.8101501;1.585236;-2.569336;1.587585;-0.8684082;1.585205;
70.94055;1;0;OtherAtSelf;-48.57504;-1.904803;-46.53799;-1.907916;-47.26254;-1.90593;-45.18079;-1.908898;
70.95763;0;1;SelfAtOther;-2.578552;1.576508;-0.9224854;1.572388;-2.681641;1.576569;-0.9808655;1.572327;
70.95763;1;0;OtherAtSelf;-48.57529;-1.898728;-46.53842;-1.90159;-47.26285;-1.898473;-45.18127;-1.901149;
70.97421;0;1;SelfAtOther;-2.57959;1.578308;-0.9235229;1.574219;-2.682587;1.578369;-0.981781;1.574158;
70.97421;1;0;OtherAtSelf;-48.40463;-1.900035;-46.36771;-1.90295;-47.26392;-1.899996;-45.18228;-1.902732;
70.9911;0;1;SelfAtOther;-2.578033;1.578735;-0.921875;1.574646;-2.680969;1.578766;-0.9801025;1.574585;
70.9911;1;0;OtherAtSelf;-48.57483;-1.9004;-46.53787;-1.903333;-47.26236;-1.900217;-45.18069;-1.902964;
71.00742;0;1;SelfAtOther;-2.307709;1.582092;-0.6514893;1.578003;-2.411316;1.582275;-0.7104492;1.578094;
71.00742;1;0;OtherAtSelf;-48.57101;-1.900219;-46.534;-1.903146;-47.25842;-1.900038;-45.17679;-1.902779;
71.02383;0;1;SelfAtOther;-2.422119;1.580383;-0.7659607;1.576294;-2.525696;1.580566;-0.8248901;1.576355;
71.02383;1;0;OtherAtSelf;-48.57367;-1.900225;-46.53665;-1.903148;-47.26117;-1.900031;-45.17953;-1.902768;
71.04082;0;1;SelfAtOther;-2.422028;1.580475;-0.7658386;1.576385;-2.525574;1.580627;-0.8247681;1.576447;
71.04082;1;0;OtherAtSelf;-48.40195;-1.900051;-46.36496;-1.902967;-47.08923;-1.899831;-45.0076;-1.902561;
71.05782;0;1;SelfAtOther;-2.420624;1.580811;-0.7643738;1.576721;-2.524139;1.580963;-0.8232422;1.576782;
71.05782;1;0;OtherAtSelf;-48.40045;-1.900277;-46.3634;-1.903203;-47.08765;-1.900077;-45.00598;-1.902815;
71.07486;0;1;SelfAtOther;-2.420532;1.581024;-0.7642822;1.576935;-2.524109;1.581177;-0.8232117;1.576996;
71.07486;1;0;OtherAtSelf;-48.40045;-1.900277;-46.3634;-1.903202;-47.25958;-1.900257;-45.17792;-1.903003;
71.09169;0;1;SelfAtOther;-2.150208;1.582947;-0.4938965;1.578857;-2.25415;1.583252;-0.5532532;1.579041;
71.09169;1;0;OtherAtSelf;-48.39664;-1.900077;-46.35953;-1.902991;-47.25568;-1.900041;-45.17401;-1.902776;
71.10823;0;1;SelfAtOther;-1.721436;1.582947;-0.06484985;1.578796;-1.825287;1.583496;-0.1242981;1.579254;
71.10823;1;0;OtherAtSelf;-48.38864;-1.900107;-46.35138;-1.903021;-47.24744;-1.900055;-45.16571;-1.90279;
71.1248;0;1;SelfAtOther;-1.13501;1.315155;0.5219456;1.310913;-1.238861;1.315887;0.4623641;1.311523;
71.1248;1;0;OtherAtSelf;-48.37802;-1.89699;-46.34039;-1.899763;-47.23642;-1.89682;-45.15454;-1.899414;
71.14156;0;1;SelfAtOther;-0.9344788;1.155365;0.7226174;1.151031;-1.03775;1.156067;0.6634811;1.151642;
71.14156;1;0;OtherAtSelf;-48.20377;-1.89497;-46.16592;-1.89766;-47.06165;-1.894702;-44.97968;-1.897213;
71.15782;0;1;SelfAtOther;-0.6141052;0.9919434;1.047103;0.9874878;-0.715271;0.9927368;0.9897523;0.9881897;
71.15782;1;0;OtherAtSelf;-48.02621;-1.893557;-45.98788;-1.896166;-46.88004;-1.893189;-44.79785;-1.895615;
71.17434;0;1;SelfAtOther;-0.03302002;1.077209;1.628486;1.072754;-0.1273193;1.078308;1.577827;1.073761;
71.17434;1;0;OtherAtSelf;-47.84213;-2.187689;-45.80365;-2.190327;-46.52341;-2.186796;-44.44125;-2.189245;
71.19159;0;1;SelfAtOther;-0.09994507;0.8228455;1.56563;0.8200684;-0.1921997;0.8236389;1.516779;0.8207703;
71.19159;1;0;OtherAtSelf;-47.66785;-2.397753;-45.62866;-2.400518;-46.34497;-2.398423;-44.26233;-2.401037;
71.20783;0;1;SelfAtOther;-0.2157288;0.9520264;1.453356;0.9456177;-0.3081665;0.9528503;1.404197;0.9463196;
71.20783;1;0;OtherAtSelf;-47.32755;-2.259737;-45.28812;-2.262857;-46.00052;-2.258221;-43.91785;-2.261084;
71.22491;0;1;SelfAtOther;-0.2130127;0.9504089;1.456138;0.9439697;-0.3055725;0.9512939;1.406826;0.9447327;
71.22491;1;0;OtherAtSelf;-47.49811;-2.405678;-45.45868;-2.408755;-46.17126;-2.403945;-44.08859;-2.406766;
71.24168;0;1;SelfAtOther;-0.2120667;0.9516602;1.460714;0.9451599;-0.3044128;0.9525146;1.411463;0.9459229;
71.24168;1;0;OtherAtSelf;-47.49728;-2.406783;-45.45764;-2.409901;-46.33826;-2.405205;-44.25555;-2.408073;
71.25771;0;1;SelfAtOther;-0.2127991;0.9491577;1.45991;0.9425964;-0.3052368;0.9500427;1.410551;0.9433594;
71.25771;1;0;OtherAtSelf;-47.49774;-2.404999;-45.45819;-2.408055;-46.33884;-2.403375;-44.2562;-2.40618;
